youtube_id,video_title,duration,view_count,uploader_name,uploader_id,channel_url,video_url,description
Mxl5bV--PeQ,TQ One - Singularity,511,22428,m0mper,m0mper,https://www.youtube.com/channel/UCWCm7Ff1tpChnTEKqj_LURQ,https://www.youtube.com/watch?v=Mxl5bV--PeQ,"---------------------------------------------------------------------------------------------------------
 Label: Ascendant Grooves  |  Catalog#: AG003  |  Released: 1998
---------------------------------------------------------------------------------------------------------"
i3trGoSJ7pY,omni trio - together (vip),317,30519,DnB rhythm,PureRinseRecording,https://www.youtube.com/channel/UCpzF64-4nr8VBOaFL5UexFg,https://www.youtube.com/watch?v=i3trGoSJ7pY,
fbj64vg8aVg,Swift & Zinc - Heavenly Dreams,388,15886,m0mper,m0mper,https://www.youtube.com/channel/UCWCm7Ff1tpChnTEKqj_LURQ,https://www.youtube.com/watch?v=fbj64vg8aVg,"-------------------------------------------------------------------------------------------------
 Label: Brain Progression  |  Catalog#: SAZ 008  |  Released: 1995
-------------------------------------------------------------------------------------------------"
fCpjYpTFRwM,Source Direct - A Made Up Sound,381,13347,ElectroBassDub4,ElectroBassDub4,https://www.youtube.com/channel/UCXaoreAdUBe5horYPzMcDKg,https://www.youtube.com/watch?v=fCpjYpTFRwM,"Label: Metalheadz - UK - 1996
Album: Various - Platinum Breakz
Artists: Source Direct - UK

Label: http://www.metalheadz.co.uk
Album: http://www.discogs.com/Various-Platinum-Breakz/release/12602
Artists: http://www.discogs.com/artist/301-Source-Direct

BUY ""Source Direct - A Made Up Sound"" : https://shop.metalheadz.co.uk/download/meth016d

Tracklist:

CD1

01 Rufige Kru - V.I.P. Riders Ghost
02 Peshay - Psychosis
03 Doc Scott - Far Away
04 Dillinja - The Angels Fell
05 J Majik - Your Sound
06 Photek - Consciousness
07 Hidden Agenda - The Flute Tune
08 Wax Doctor - The Spectrum
09 Alex Reece - Pulp Fiction

CD2

01 Doc Scott - The Unofficial Ghost
02 Lemon D - In My Life
03 Source Direct - A Made Up Sound
04 Digital - Down Under
05 Asylum - Da Base II Dark
06 J Majik - Final Approach
07 Dillinja - Armoured D
08 Peshay - The Nocturnal (Back On The Firm)"
5YKwoMgcny0,moonchild - streams,461,12735,choonupper,choonupper,https://www.youtube.com/channel/UCASfCr7SPp7NKsMNkpNKYZQ,https://www.youtube.com/watch?v=5YKwoMgcny0,.........
zGApW2g8Nfw,Blame - Groove Research,345,26051,docboy989,docboy989,https://www.youtube.com/channel/UCbNRe-3jPe9SrXI5SPcLmUA,https://www.youtube.com/watch?v=zGApW2g8Nfw,"1995 classic, released on Moving Shadow.
BUY HERE:
http://www.discogs.com/Blame-Sub-Committee/release/1092228

http://www.beatport.com/release/sub-committee-music-takes-me-groove-research-dream-finder/128892"
f0l7Tes4Vqo,The Dominion - Fusion (Two In One Mix),410,15157,m0mper,m0mper,https://www.youtube.com/channel/UCWCm7Ff1tpChnTEKqj_LURQ,https://www.youtube.com/watch?v=f0l7Tes4Vqo,"-----------------------------------------------------------------------------------------------
 Strictly Underground Records | Cat#: STUR 69 | Released: 1995
-----------------------------------------------------------------------------------------------"
ra97HnB8uCY,Dave Wallace - expressions (part 2),439,12436,buddylembeck,davidsdfone,https://www.youtube.com/channel/UCZIwgXTD8FGaJtJMICJahuQ,https://www.youtube.com/watch?v=ra97HnB8uCY,Moving Shadow / SHADOW71 / 1995
m6tOTK0lB1k,DJ Krust - Touch,453,12594,morelagthanskill,morelagthanskill,https://www.youtube.com/channel/UCUykPHeD6h9oESRGPVzfjUw,https://www.youtube.com/watch?v=m6tOTK0lB1k,
P_RC3gIwIcE,blu mar ten - suspended animations,511,7265,choonupper,choonupper,https://www.youtube.com/channel/UCASfCr7SPp7NKsMNkpNKYZQ,https://www.youtube.com/watch?v=P_RC3gIwIcE,................
suTntoMwugc,Authorised Riddim - Navigators Path,386,8759,m0mper,m0mper,https://www.youtube.com/channel/UCWCm7Ff1tpChnTEKqj_LURQ,https://www.youtube.com/watch?v=suTntoMwugc,"-------------------------------------------------------------------------------------------------
 Label: Certificate 18   |   Catalog#: CERT1806   |   Released: 1994
-------------------------------------------------------------------------------------------------"
fDE09IlvGrQ,Blame & Justice - Nocturnal (Blame & Justice remix),406,10690,deepinsidethejungle,deepinsidethejungle,https://www.youtube.com/channel/UCx4R5lueuCjAYkiDzNVjjMg,https://www.youtube.com/watch?v=fDE09IlvGrQ,"Blame & Justice - Nocturnal (Blame & Justice remix)
http://www.discogs.com/Blame-Justice-Chapter-II-Remixes/release/115554"
pwZtelsuTV8,Carlito - Heaven  (Creative Source 001),413,15700,Downtempo_City_Funk,kraff01,https://www.youtube.com/channel/UCDipt_339PFC56zvsLQ06Bg,https://www.youtube.com/watch?v=pwZtelsuTV8,Carlito - Heaven  (Creative Source 001)
KZixU_l52Qs,JMJ & Flytronix - In Too Deep,479,18918,Vibin',UCtrHcoiynEEILOrqtGAC1Aw,https://www.youtube.com/channel/UCtrHcoiynEEILOrqtGAC1Aw,https://www.youtube.com/watch?v=KZixU_l52Qs,"[Atmospheric Drum & Bass]

Timeless classic, probably my favorite jungle tune. (If any label have any issue with this just contact me and i will delete it immediately)"
O89eKVgPKA0,"Mastermind, Summer Fresh,1996, Atmospheric Drum & Bass, Bukem, Seba, Paradox.",400,8577,bestbass42,bestbass42,https://www.youtube.com/channel/UC9LGx-bwBbJXWqRphbzROIQ,https://www.youtube.com/watch?v=O89eKVgPKA0,"The excellent track 'Summer Fresh' by MASTERMIND from 1996. This track also appeared on the mix CD ''ATMOSPHERIC DRUM & BASS 2''. It is my aim to bring these classic tracks to the attention of people who otherwise would never-ever hear these tracks.Hopefully it'll inspire people to buy the downloads from itunes & search out other material by these artists,just like it has with me on lots and lots of videos that i have come across on youtube.Produced with CyberLink PowerDirector 9 http://directorzone.cyberlink.com/video/556693"
b0_tGqF7o_k,DJ Pulse & The Jazz Cartel - U Down,356,13899,Tim Reaper,timreaperjungle,https://www.youtube.com/channel/UCjPJ1pX0MEv3V7BnLpOAwYA,https://www.youtube.com/watch?v=b0_tGqF7o_k,"Wicked tune from 1996 by Creative Wax owner DJ Pulse & affiliated artists Jazz Cartel (Professor Stretch & Dominic Palermo).

Feel free to check out my other YouTube channels.
Future Retro: https://www.youtube.com/channel/UCosHqHMDFm-5iPxS6qDFIoQ
Globex Corp: https://www.youtube.com/channel/UCFwijE2q1puAWckgkCXrKcA"
oCq0XiZ9UvM,Fuze - Fluctuations,401,18755,Tim Reaper,timreaperjungle,https://www.youtube.com/channel/UCjPJ1pX0MEv3V7BnLpOAwYA,https://www.youtube.com/watch?v=oCq0XiZ9UvM,"Nice little atmospheric roller here on a great but no very talked about label called On-line Recordings. I don't know much about the label or the artist, besides the fact that he was one half of Blinded By Science (with Fourth World, who I've uploaded a track from previously) & they had a solid release on Basement that I'd recommend.

Feel free to check out my other YouTube channels.
Future Retro: https://www.youtube.com/channel/UCosHqHMDFm-5iPxS6qDFIoQ
Globex Corp: https://www.youtube.com/channel/UCFwijE2q1puAWckgkCXrKcA"
kdU20F2nqbw,Jason Mouse - Smooth Note,422,8437,Tim Reaper,timreaperjungle,https://www.youtube.com/channel/UCjPJ1pX0MEv3V7BnLpOAwYA,https://www.youtube.com/watch?v=kdU20F2nqbw,"Probably one of my favourite US Jungle records, this one. I'm more of a fan of Rough Note but this side's also great & not already up on YouTube, so here it is.

Feel free to check out my other YouTube channels.
Future Retro: https://www.youtube.com/channel/UCosHqHMDFm-5iPxS6qDFIoQ
Globex Corp: https://www.youtube.com/channel/UCFwijE2q1puAWckgkCXrKcA"
ApavekIGaZU,Motive One - Wise Moments,420,5426,sameszczesliwosci,sameszczesliwosci,https://www.youtube.com/channel/UC4WyMnFd4AVs5Ct0uG5lCwQ,https://www.youtube.com/watch?v=ApavekIGaZU,from the Hidden Rooms album
pFTSf2z5bJA,Sunshine Productions - Lonely (Sample the Fxxx out of Piano Mix),554,7665,HLD77777,HLD77777,https://www.youtube.com/channel/UCSqX2GqAeDhGVKXeaiY9Myg,https://www.youtube.com/watch?v=pFTSf2z5bJA,"Just Another Label in 1994, saw plays from Ellis Dee amongst others."
P48iXFgaQgM,Edge of Darkness - Angel Dust,401,7670,MajorenSnor,MajorenSnor,https://www.youtube.com/channel/UCjLFvdLN-7Quhiuwm4ZHsOg,https://www.youtube.com/watch?v=P48iXFgaQgM,"Label:
After Dark Recordings (UK) ‎– ADR 15
Format:
Vinyl, 12"" 
Country:
UK
Released:
1994
Genre:
Electronic
Style:
Breakbeat, Hardcore, Techno, Jungle

http://www.discogs.com/Edge-Of-Darkness-Angel-Dust-Rollercoaster/release/59260

Hardcore will never die!"
5L3WGy1n3NY,Dead Calm - Urban Style,460,5332,Rare Cuts,UCIpEUxGPapUSIUMgRIBeslA,https://www.youtube.com/channel/UCIpEUxGPapUSIUMgRIBeslA,https://www.youtube.com/watch?v=5L3WGy1n3NY,"The B-side to Dead Calm's ""Searchin' / Urban Style"" single (1995)
Copyright Moving Shadow"
LepOnkhRRro,Basement Phil - Flying (The Deeper Side Mix),427,10793,Tim Reaper,timreaperjungle,https://www.youtube.com/channel/UCjPJ1pX0MEv3V7BnLpOAwYA,https://www.youtube.com/watch?v=LepOnkhRRro,"Before this track was reworked into Music Is So Special by Brothers With Soul (with the help of LTJ Bukem), this was how it sounded, very subtle and somewhat laying the blueprint for the  atmospheric style that was to originate from club nights like Speed.

Feel free to check out my other YouTube channels.
Future Retro: https://www.youtube.com/channel/UCosHqHMDFm-5iPxS6qDFIoQ
Globex Corp: https://www.youtube.com/channel/UCFwijE2q1puAWckgkCXrKcA"
T6ufmMbQ8R0,Alaska - The Vortex,523,4621,John Freeman,UCcJAssPWt_6pY6_yFLCEGgQ,https://www.youtube.com/channel/UCcJAssPWt_6pY6_yFLCEGgQ,https://www.youtube.com/watch?v=T6ufmMbQ8R0,"Somes notes about this rip. 

The record is pretty worn, so there are some very significant crackles. One channel is so bad that it has a persistant crackle throughout the entire 8.5 minute song. For this reason I had to drop the right channel and clone the left channel (ie. made it mono) for it to be listenable.The bass seems to come through really strangely as well...

Despite the shortcomings of this rip I decided to upload it anyway considering this is a great song and the current best rip is only 240p."
bCNLDW-SFb8,Flytronix - The Rhode Tune,504,9250,Vibin',UCtrHcoiynEEILOrqtGAC1Aw,https://www.youtube.com/channel/UCtrHcoiynEEILOrqtGAC1Aw,https://www.youtube.com/watch?v=bCNLDW-SFb8,"[Atmospheric Drum & Bass - Jungle]

Top tune!"
VgOiNVfh_ao,DJ Devine & Essence - Hyper,395,3527,DJA1TCH,DJA1TCH,https://www.youtube.com/channel/UC-mU7otQ9Db0xNdoDiFQi9A,https://www.youtube.com/watch?v=VgOiNVfh_ao,DJ Devine & Essence - Hyper
fMZOn_lv7y8,J & J -   Midnight (Jungle Love Mix),403,5265,Rufus,UCIy-Wd3jndSRUHBATuaed6w,https://www.youtube.com/channel/UCIy-Wd3jndSRUHBATuaed6w,https://www.youtube.com/watch?v=fMZOn_lv7y8,Strictly Underground Records ‎– STUR 61
TlelFV0s068,Nas - The World is Yours (Al Pack & Solotek Bootleg),277,211,Euphoria,noueuphoria,https://www.youtube.com/channel/UCrvStcA5UnkdUgqdBlAZQ_A,https://www.youtube.com/watch?v=TlelFV0s068,"DnB BANGER
sit back, relax, enjoy EUPHORIA

Subscribe for more!
http://bit.ly/1IzC8pz

Free Download!
https://hearthis.at/hktnmfjg/nas-the-world-is-yours-al-pack-solotek-bootleg-11a-87/

Follow Al Pack
https://soundcloud.com/al-pack
https://www.facebook.com/AlPackMusic/
https://twitter.com/alpackdnb

& Solotek
https://www.facebook.com/martinsolotek
https://soundcloud.com/martin-solotek

If you want to send promos to the channel, submit them to noueuphoria@outlook.com

Donate: https://www.paypal.me/euphoriasounds; https://www.patreon.com/user/noueuphoria

Follow Euphoria Spotify Playlists!
Chill Trap/Future Bass:
http://spoti.fi/1rweR6R
Anthem/Progressive House:
http://spoti.fi/1UWxAmr
Future House:
http://spoti.fi/28RvJNX
Drum & bass/Liquid DnB:
http://spoti.fi/28Lt6fr
Chill/Deep/Tropical House:
http://spoti.fi/28LYV87
Progressive House/Trance:
http://spoti.fi/28U9Fn8

Like my Facebook page for all the most recent uploads!
https://www.Facebook.com/NoUEuphoria

Photo Credits - Mike Marquez
https://unsplash.com/@mensroom

If you are the owner of the track used in the video and do not approve of its use, please contact me via Youtube and I will remove the video as soon as possible."
tGv4nL-_RGE,Windowshopping - Baby Angel Typhoid Mary,163,2401,OOUKFunkyOO,OOUKFunkyOO,https://www.youtube.com/channel/UCY2mgHbe4QiYjLHrtF5FMYQ,https://www.youtube.com/watch?v=tGv4nL-_RGE,https://soundcloud.com/windowxshopping
-lJZznrhX9Q,Janeret - Liquid,443,2865,Novaj 新し,UCgSC4NFr_xwN-lBfBbLqprw,https://www.youtube.com/channel/UCgSC4NFr_xwN-lBfBbLqprw,https://www.youtube.com/watch?v=-lJZznrhX9Q,"Novaj 新し Sensations & feelings


Listen on Soundcloud 
https://bit.ly/3lXKrcR

Support it
https://yoyaku.io/release/ruti002lp/
 
Janeret
https://soundcloud.com/janeret
https://www.facebook.com/janeretmusic/
http://yoyaku.agency/janeret/
https://www.instagram.com/janeret_/

Rutilance Records
https://soundcloud.com/rutilance-recordings
http://www.rutilancerecordings.com/
https://www.facebook.com/RutilanceRecordings

------------------------------------------
Support us with a donation 🤝♥
https://paypal.me/NovajRecords
------------------------------------------

💿 Novaj 新し Records 💿
Facebook: https://www.facebook.com/Novajrecords/
Bandamp: https://novaj.bandcamp.com/
Beatport: https://www.beatport.com/label/novaj-records/75830
Traxsource: https://www.traxsource.com/label/44374/novaj-records
Spotify: https://spoti.fi/3nYyOBe

/// Youtube Channels//

- Novaj 新し 
Youtube: https://bit.ly/3fHactJ
Soundcloud: https://bit.ly/3fHZQKg

- Novaj 新し Dubvision 
https://bit.ly/367EItA

Novaj 新し Soul
https://bit.ly/3pW9xtf

--------------------------------------------------------------
More content here:
https://www.facebook.com/Novaj-%E6%96%B0%E3%81%97-211604895935999/
https://www.youtube.com/channel/UCgSC4NFr_xwN-lBfBbLqprw

Wanna be featured? 
- Send a message by mail: 
novajrecordings@gmail.com"
Yc5iPDvmEpE,Bailey - Intelligent Drum & Bass (1996),5504,1260346,Ambiance,UCAw0NyC_6y-se4zcQGbEgHA,https://www.youtube.com/channel/UCAw0NyC_6y-se4zcQGbEgHA,https://www.youtube.com/watch?v=Yc5iPDvmEpE,"True in the headz game
----------------------------------------
Tracklist
Shifty - Jazz Ass
Jazz Cartel - Blue Haze
Mastermind - The Essence
Wax Doctor - Heat
Intense - Positive Notions
Tanya Louise - Deep In You (Ed Rush & Nico Mix)
Rogue Unit - Marianna Carley
Lemon D - Subphonic
Mastermind - Imagine
Lemon D - Going Gets Tough
Arteq - Sleepless 
Roni Size - Down 
Fuze - Anything Goes 
Boymerang - Soul Beat Runna 
Public Demand - Invisible (The Invisible Man & Dillinja)
Adam F - Circles (Remix)
?
Wayward Mind - Homeland (Subject To Reason Remix)
MLO - New Generation (Boymerang Remix)
-----------------------------------------------------------------------
Primitive Rising ‎– BAI02
Bailey - Primitive Rising Studio Mix"
